1148:29,8,866,76,58,616,302,84,17,654
1153:17,29,650,654,76,58,564,81,616,866
1163:76,616,866,58,29,654,8,302,17,84
1166:84,17,76,8,866,58,654,29,302,616
1172:866,616,302,76,58,29,84,17,654,8
1192:76,866,8,650,58,17,81,29,616,302
1204:8,302,654,84,866,616,76,17,58,29
1208:8,84,866,302,58,654,29,76,616,17
1209:76,616,866,58,302,29,654,8,84,17
1234:17,654,8,866,76,616,84,29,58,302
1236:302,8,84,76,866,654,29,17,616,58
1245:302,76,84,616,866,29,650,8,58,654
1263:8,81,17,866,302,70,58,650,84,76
1267:866,76,8,650,84,58,654,616,302,29
1269:29,616,654,17,8,84,58,866,76,302
1288:866,8,84,29,654,76,17,616,58,302
1295:70,76,81,616,226,564,542,224,866,518
1296:650,17,866,654,58,29,81,84,76,8
1302:866,654,76,17,616,302,29,84,8,650
1305:29,17,76,302,8,58,650,84,81,866
1342:17,654,76,616,84,866,650,58,302,29
1382:654,8,58,302,29,866,17,616,84,76
1389:616,84,8,302,76,58,17,654,866,29
1391:84,654,302,29,58,76,616,866,8,17
1397:616,58,76,84,866,302,29,8,654,17
1402:8,650,84,302,81,616,70,58,866,76
1405:84,654,616,17,8,29,302,58,76,866
1407:76,654,866,17,616,58,302,29,8,84
1408:302,654,29,84,81,17,616,866,650,58
1409:354,616,564,508,542,8,81,138,70,226
1412:8,654,58,616,84,76,17,866,29,302
1413:289,736,508,542,285,899,101,15,81,6
1418:564,866,736,650,76,542,224,138,654,81
1419:76,58,17,866,302,616,8,654,84,29
1420:81,616,29,866,654,8,76,302,650,58
1427:354,564,8,81,518,866,29,224,17,84
1430:58,76,84,302,654,17,29,8,866,650
1431:58,70,8,866,650,81,76,616,654,84
1435:616,84,58,302,81,564,76,866,224,29
1437:17,616,58,84,302,866,29,8,654,76
1441:654,8,616,76,17,84,866,29,58,302
1447:654,8,58,17,302,76,866,29,84,616
1448:302,76,654,84,8,17,58,29,616,866
1457:8,302,616,866,29,654,58,76,84,17
1458:616,84,302,866,70,58,81,650,76,17
1469:84,224,866,518,58,616,564,302,81,76
1477:616,58,654,17,76,84,29,302,650,866
1486:616,17,654,8,84,76,58,866,29,302
1490:866,17,84,58,76,616,29,8,654,302
1491:616,84,866,8,81,654,76,650,58,302
1500:302,76,84,564,224,650,518,70,29,58
1503:616,650,58,81,654,564,76,8,70,866
1517:58,76,302,866,29,8,616,654,84,17
1518:58,29,84,8,866,654,17,616,302,76
1535:84,58,302,29,81,654,542,866,650,70
1551:81,616,354,518,866,650,542,8,70,508
1552:616,17,76,866,84,8,302,58,29,654
1553:8,58,654,616,29,84,17,76,866,302
1559:76,8,654,616,29,81,650,84,302,866
1560:84,302,70,76,650,58,29,17,866,81
1561:70,616,866,224,58,76,84,29,17,518
1562:70,564,518,8,29,616,650,542,654,224
1569:84,302,17,76,58,616,866,29,654,8
1570:866,29,616,84,654,302,17,76,58,8
1588:302,616,84,866,8,76,654,58,17,29
1589:650,616,866,8,58,654,81,84,76,70
1591:17,76,8,84,302,58,866,654,616,29
1601:866,76,654,84,58,302,29,616,8,17
1602:58,8,654,866,302,76,616,29,84,17
1629:58,17,616,84,866,302,654,8,76,29
1634:302,76,866,58,29,616,654,84,17,8
1642:58,76,8,81,564,650,70,866,654,302
1653:58,302,866,84,29,654,76,8,616,17
1654:866,81,302,29,650,84,564,70,518,8
1655:8,81,29,70,76,866,224,654,650,542
1668:650,29,70,564,616,76,8,84,81,866
1681:866,84,17,70,8,650,616,81,29,58
1703:29,58,866,654,81,616,76,84,650,302
1721:84,29,616,866,8,654,76,302,17,58
1727:654,616,29,302,8,58,866,76,84,17
1728:650,84,58,70,302,76,8,866,81,616
1745:866,58,302,29,76,654,8,84,616,17
1746:654,76,616,58,8,866,17,29,302,84
1751:84,58,616,29,650,76,8,302,654,866
1756:8,81,29,654,616,58,866,76,650,302
1758:8,654,76,616,84,866,17,302,58,29
1761:29,84,654,76,8,616,17,58,866,302
1767:866,81,58,70,564,8,616,84,518,76
1779:616,84,76,866,58,29,654,8,17,302
1780:76,616,84,8,302,17,29,654,866,58
1783:17,84,29,58,866,76,650,8,302,81
1787:81,70,616,866,354,29,564,76,226,518
1788:84,8,654,302,650,58,17,616,866,29
1794:866,84,17,76,616,654,302,8,29,58
1796:654,542,226,29,650,224,84,70,1102,8
1803:616,302,58,29,76,866,84,17,654,8
1820:302,8,84,29,58,76,866,654,616,17
1821:17,302,654,866,29,58,76,84,8,616
1822:81,866,654,58,29,302,17,616,8,84
1823:84,76,542,650,17,81,564,224,866,70
1840:866,564,616,226,81,542,224,354,70,650
1841:866,76,29,654,302,58,8,84,17,616
1842:650,84,29,17,58,616,8,866,76,302
1850:616,84,76,58,17,866,654,8,29,302
1853:8,654,84,76,616,17,29,866,58,302
1854:650,81,76,866,17,302,70,654,84,8
1862:564,224,866,81,650,542,616,302,70,226
1880:84,58,654,8,616,76,866,29,17,302
1883:8,58,81,302,76,866,29,70,650,654
1890:866,616,8,76,650,58,654,84,302,29
1891:8,654,84,866,76,58,616,29,302,17
1893:866,58,616,29,302,654,84,70,81,76
1894:58,8,81,654,866,84,564,29,616,70
1911:29,616,76,866,302,58,8,17,654,84
1912:302,654,866,8,58,29,17,76,616,84
1913:616,8,58,17,302,866,654,84,29,76
1930:654,302,76,866,8,616,58,29,84,17
1932:58,76,866,29,654,302,17,8,84,616
1950:301,542,81,245,361,238,15,669,224,508
1951:616,76,84,58,17,866,302,654,29,8
1952:70,564,84,8,17,616,866,518,542,76
2005:81,224,29,866,564,650,76,70,302,518
2017:654,8,616,17,29,84,76,866,58,302
2025:58,616,302,654,8,29,17,866,84,76
2030:866,616,76,58,29,302,8,654,84,17
2034:58,302,8,76,654,616,866,29,17,84
2038:616,302,17,29,866,76,58,654,84,8
2046:29,866,17,8,58,654,302,76,84,616
2058:654,8,616,302,17,76,29,866,84,58
2068:866,29,616,76,17,302,84,58,654,8
2070:29,58,616,650,302,84,866,76,654,81
2071:616,354,70,650,866,76,58,302,224,518
2072:29,616,58,866,76,81,650,70,302,654
2074:76,29,302,17,654,8,84,616,866,58
2075:81,8,76,866,70,564,654,650,84,302
2076:616,302,8,866,84,654,17,76,58,29
2077:58,81,616,29,17,564,518,654,76,650
2080:84,58,654,70,650,76,81,17,29,866
2085:8,58,616,302,29,17,76,866,654,84
2097:866,302,70,616,564,81,29,84,58,654
2112:17,76,84,58,866,29,302,8,654,616
2115:616,8,17,58,654,84,866,302,76,29
2116:302,84,654,58,29,866,17,8,76,616
2123:866,8,564,654,616,58,76,29,650,17
2135:58,866,8,76,302,84,29,17,616,654
2141:76,866,8,654,58,302,29,84,17,616
2147:17,654,8,866,302,76,84,29,616,58
2154:866,654,8,302,616,17,58,29,650,84
2160:76,302,8,650,81,17,29,564,84,70
2162:654,17,616,302,58,84,29,76,8,866
2170:29,58,81,84,76,650,8,866,17,302
2177:616,866,76,84,17,8,58,29,302,654
2184:866,564,8,650,58,76,616,70,84,81
2185:84,58,8,654,17,616,302,866,29,76
2187:8,17,302,654,84,29,616,866,76,58
2211:76,302,17,616,58,29,8,654,84,866
2223:17,8,84,616,654,866,302,58,29,76
2243:17,76,8,654,84,616,866,29,58,302
2244:84,616,29,8,302,17,654,81,58,866
2247:650,29,616,866,70,81,302,58,84,654
2250:17,866,76,654,58,616,302,84,8,29
2253:654,866,29,17,58,8,84,616,76,302
2260:8,654,616,58,302,76,29,866,84,17
2261:58,616,29,81,224,654,76,650,302,70
2262:17,654,8,84,76,616,58,866,302,29
2290:542,518,70,226,81,866,1102,224,29,650
2291:866,17,616,81,518,76,8,84,564,29
2293:650,654,866,76,616,29,17,84,302,58
2301:654,58,29,8,17,84,866,616,76,302
2302:58,84,76,8,866,29,616,654,17,302
2304:58,29,302,866,76,8,84,654,616,17
2318:654,84,564,226,81,866,29,1102,76,736
2325:8,84,650,76,654,616,58,302,866,29
2335:302,866,8,654,84,29,81,17,616,70
2343:866,17,76,29,8,58,654,302,84,616
2346:84,866,8,76,654,29,302,616,58,17
2347:76,58,302,866,29,616,84,17,654,8
2348:76,866,17,302,654,84,616,8,650,58
2362:8,616,654,84,866,17,302,58,76,29
2363:8,650,616,866,81,29,17,302,76,84
2364:866,302,76,81,616,29,8,650,84,70
2369:58,17,616,654,76,8,84,29,866,302
2373:84,76,302,17,650,654,866,616,29,58
2381:616,84,29,76,58,866,302,17,654,8
2382:866,654,58,29,17,616,8,84,302,650
2384:76,866,8,29,654,58,616,302,84,17
2385:58,84,866,302,650,616,29,8,17,76
2392:616,8,84,17,654,76,866,58,29,302
2393:76,58,616,8,302,17,29,866,654,84
2394:81,58,76,866,84,302,650,654,616,29
2395:81,17,8,76,84,616,564,866,70,650
2399:29,302,58,76,866,616,84,654,17,8
2405:654,76,302,8,84,58,650,866,29,17
2407:58,302,654,8,76,84,616,866,29,17
2408:76,616,866,84,29,654,302,58,8,650
2419:866,654,58,302,8,84,616,29,17,76
2429:58,8,302,29,76,866,84,654,616,17
2447:81,29,564,84,8,224,70,518,76,866
2452:866,17,84,29,76,58,302,616,654,8
2453:302,616,866,76,654,29,8,84,58,17
2454:8,654,866,616,84,29,76,58,17,302
2456:84,866,616,650,29,17,8,58,76,81
2461:542,29,301,226,81,866,736,70,518,138
2464:81,58,616,8,654,564,518,76,650,224
2465:616,866,70,76,81,650,58,8,84,564
2469:302,650,84,616,29,58,8,81,76,866
2489:616,17,302,654,84,866,58,8,76,29
2491:302,76,8,29,654,866,84,616,58,17
2499:8,866,76,302,29,58,654,84,17,616
2500:58,29,616,650,70,84,76,81,8,654
2501:8,76,866,302,58,29,654,616,84,17
2505:84,76,58,616,29,81,654,866,650,17
2510:866,654,8,616,29,76,302,17,58,84
2515:84,58,29,616,8,650,302,654,866,17
2518:29,58,616,76,866,302,17,654,8,84
2520:84,616,76,29,302,17,58,650,866,654
2521:866,8,29,76,654,650,58,302,84,616
2524:866,654,76,302,8,650,58,616,84,17
2536:518,8,81,84,70,76,302,564,17,866
2541:84,76,58,650,29,81,302,654,866,8
2547:616,58,17,29,84,8,302,76,866,654
2553:17,29,616,8,302,84,58,76,654,866
2558:29,76,58,8,616,84,17,866,650,81
2560:76,58,29,81,70,84,616,866,564,224
2563:650,76,58,654,84,29,81,70,866,302
2573:8,70,76,81,58,866,29,84,616,518
2591:58,866,654,8,17,84,76,29,616,302
2596:76,58,84,654,302,650,17,616,29,866
2597:654,8,616,17,302,29,84,58,866,76
2601:302,8,866,76,17,58,84,29,616,650
2604:58,866,29,84,302,76,654,616,8,17
2611:58,84,866,76,616,29,654,8,650,302
2612:84,866,81,302,654,17,58,70,76,29
2615:29,650,564,81,866,84,70,76,518,8
2625:654,76,58,866,29,8,302,84,616,17
2626:866,564,76,616,81,70,302,224,518,84
2634:76,58,302,616,654,84,8,29,17,866
2636:650,81,76,654,8,84,616,866,58,29
2639:302,654,76,866,8,84,17,58,29,616
2650:29,866,654,616,58,8,76,17,302,84
2661:866,76,302,29,616,58,654,84,8,17
2663:866,8,58,29,654,302,616,84,17,76
2666:8,654,616,58,866,302,29,17,84,76
2676:8,866,76,654,650,17,616,84,58,302
2689:58,866,29,302,17,76,8,654,84,616
2693:8,654,58,616,17,29,84,302,76,866
2708:58,8,29,84,302,650,616,654,17,866
2709:58,76,8,654,17,84,616,29,866,302
2713:76,654,84,866,8,616,58,17,302,29
2715:76,84,302,17,29,58,616,8,866,654
2716:29,76,58,866,302,8,654,616,17,84
2727:616,650,58,8,70,84,866,81,29,76
2730:654,8,650,866,76,58,616,84,29,17
2731:84,866,518,616,81,76,29,564,8,650
2734:866,616,654,29,8,17,84,76,302,58
2735:76,17,654,302,58,866,650,29,616,84
2737:8,654,29,17,302,84,616,58,76,866
2745:302,76,654,8,616,84,650,17,58,29
2746:84,866,58,616,17,76,654,29,8,302
2748:8,616,654,84,58,17,866,29,302,76
2756:76,84,654,302,29,616,58,866,650,8
2760:84,81,8,224,70,650,564,29,518,76
2776:616,866,84,76,17,8,654,302,58,29
2799:8,302,866,17,654,84,29,58,76,616
2802:654,8,29,616,84,650,866,58,76,302
2803:866,76,58,29,654,17,302,8,84,616
2804:8,616,654,17,76,58,29,866,302,84
2805:616,29,17,8,84,866,654,76,302,58
2812:81,29,866,302,8,564,654,76,650,70
2815:654,616,58,302,84,8,17,29,866,76
2827:302,8,29,58,866,616,654,76,84,17
2831:84,866,29,58,654,518,564,81,76,8
2846:76,29,84,654,866,70,650,616,302,81
2848:81,8,76,17,866,650,84,29,654,616
2853:17,84,8,76,654,58,866,29,616,302
2854:866,76,616,29,84,302,58,8,650,654
2857:8,654,866,76,84,58,616,29,302,17
2858:866,84,70,650,76,224,564,17,29,81
2861:76,17,84,866,58,654,8,616,302,29
2871:866,8,58,302,84,17,76,616,654,29
2907:650,84,866,302,76,58,616,8,654,81
2912:616,58,654,84,8,29,17,76,866,302
2914:76,29,17,654,302,650,81,8,58,866
2924:8,654,866,76,58,616,17,29,84,302
2925:616,654,866,58,84,302,76,29,8,17
2947:654,58,866,8,76,616,17,84,302,29
2951:866,76,58,654,29,8,616,302,84,17
2959:616,29,654,8,84,76,866,17,302,58
2960:84,76,17,58,8,29,654,616,302,866
2963:76,84,17,866,58,29,302,8,654,616
2965:654,616,8,866,17,302,76,84,29,58
2967:616,8,84,58,76,866,302,650,29,654
2970:654,58,302,866,17,29,76,8,616,84
2977:866,616,84,654,76,8,17,29,302,58
2981:518,29,84,76,564,81,866,70,650,8
2989:866,84,616,302,76,29,8,17,654,58
2990:654,8,616,84,17,866,76,58,29,302
3002:58,302,8,866,654,616,17,29,84,76
3004:302,29,76,58,866,17,8,84,616,654
3011:866,29,17,84,616,8,654,76,58,302
3013:616,302,84,58,866,29,76,17,654,8
3037:76,58,616,84,654,302,866,29,8,17
3038:866,8,76,84,58,29,616,302,654,17
3044:76,8,650,866,654,84,616,58,29,302
3070:17,302,650,866,29,58,8,616,654,84
3081:84,302,76,866,58,654,17,616,8,29
3100:84,866,76,81,650,302,70,29,8,616
3102:8,866,76,302,58,616,654,29,84,17
3105:58,29,17,654,866,84,650,8,76,302
3107:616,654,8,302,29,84,17,866,58,76
3110:8,17,866,76,58,616,29,654,84,302
3111:8,58,76,29,84,866,654,302,650,616
3113:654,76,866,8,17,302,616,29,58,84
3121:564,899,101,70,15,81,542,361,8,6
3125:8,654,302,29,616,866,58,17,84,76
3126:8,29,654,58,17,616,302,866,76,84
3129:84,866,302,70,76,81,616,8,29,564
3139:302,29,17,616,650,76,84,8,654,58
3144:654,84,58,76,29,17,616,866,650,302
3152:616,654,29,84,58,302,866,8,17,76
3166:58,29,866,17,76,302,84,616,8,654
3167:866,8,302,29,17,654,76,616,84,58
3169:616,654,29,650,84,76,8,866,58,302
3170:654,58,29,866,302,76,8,84,616,17
3172:866,76,8,654,29,302,616,17,58,84
3176:84,8,866,518,76,616,70,58,650,564
3183:58,616,84,76,866,654,29,8,17,650
3184:616,17,866,84,8,302,654,76,29,58
3193:866,518,70,76,224,81,8,354,226,58
3195:866,58,76,302,29,84,654,8,17,616
3220:650,76,866,564,616,518,70,84,81,8
3229:302,8,76,866,29,616,58,654,17,84
3234:81,302,58,76,650,616,866,70,29,654
3237:616,84,76,17,8,654,302,866,29,58
3238:616,302,84,17,866,58,29,654,76,8
3239:866,8,58,81,29,616,84,76,17,650
3246:616,302,654,29,76,866,58,8,84,17
3258:650,8,58,81,654,84,29,17,70,76
3263:76,616,866,302,84,8,17,654,29,58
3264:302,29,76,654,866,58,8,616,84,17
3277:58,866,76,8,84,302,654,29,616,17
3279:654,8,84,616,29,81,58,17,650,302
3295:654,17,76,8,866,58,29,302,84,616
3305:654,58,29,8,616,302,76,866,84,17
3306:8,58,76,17,302,866,616,84,654,29
3308:84,58,616,76,17,654,29,8,302,866
3309:302,81,650,84,564,616,76,29,70,866
3319:866,58,654,76,302,29,8,616,17,84
3320:8,17,616,654,76,84,866,302,58,29
3328:81,58,29,84,650,866,8,616,564,76
3329:58,29,654,616,866,8,76,17,302,84
3335:58,84,650,81,616,654,8,70,866,76
3346:866,58,17,8,76,654,302,84,616,29
3352:58,866,302,76,29,616,17,654,84,8
3353:58,866,654,17,29,616,84,8,302,650
3360:58,29,302,84,866,76,616,654,8,650
3374:58,866,8,616,76,654,17,84,302,29
3376:654,84,616,866,17,58,8,302,76,29
3383:866,84,8,76,58,29,302,654,17,616
3386:58,84,76,866,302,29,616,17,8,654
3411:866,302,654,76,17,84,616,8,58,29
3412:84,616,17,654,8,58,302,866,76,29
3413:302,58,29,17,84,654,866,8,616,76
3416:616,8,76,866,58,302,29,654,17,84
3419:76,8,81,84,650,17,29,654,866,616
3421:564,70,866,650,518,81,76,8,84,17
3423:866,76,8,58,654,29,302,616,17,84
3426:866,302,29,58,17,76,84,616,8,654
3428:84,866,654,8,650,302,81,17,70,58
3429:76,302,654,81,564,84,8,70,518,650
3431:58,8,616,84,654,76,17,866,302,29
3432:58,302,8,650,616,866,654,84,17,29
3450:866,616,76,58,8,654,29,84,17,302
3453:302,616,29,76,58,84,866,17,8,654
3475:8,17,84,616,654,866,76,29,302,58
3478:70,81,224,866,226,1102,650,8,84,518
3479:76,654,616,84,866,17,58,302,29,8
3480:616,866,8,17,650,84,29,654,302,76
3490:84,508,542,1102,70,226,17,224,354,81
3500:84,866,654,616,70,8,650,81,58,29
3514:302,616,8,29,866,564,650,81,84,70
3529:866,616,76,58,17,8,654,84,302,29
3546:8,650,866,654,58,29,17,302,84,76
3547:84,76,8,302,616,81,866,29,654,70
3551:654,17,84,8,616,302,29,76,866,58
3557:76,17,8,84,866,58,29,616,302,654
3572:58,302,654,616,29,8,866,84,17,76
3579:866,58,70,616,76,650,17,81,29,8
3580:616,866,84,76,654,8,302,29,58,17
3593:616,76,81,70,866,654,17,29,58,84
3599:616,302,8,654,866,84,76,58,29,17
3609:8,654,29,76,84,58,302,650,17,616
3610:58,866,650,616,17,29,8,302,76,654
3613:616,17,654,76,84,866,8,58,302,29
3628:616,17,29,84,302,58,8,866,76,654
3656:8,650,17,654,616,84,58,29,866,76
3657:76,650,84,58,866,8,70,17,616,81
3663:70,76,866,564,354,224,226,650,542,58
3674:302,81,866,29,8,58,650,76,84,70
3684:17,76,616,84,8,654,29,58,866,302
3685:866,76,654,84,616,302,17,58,8,29
3686:58,8,17,302,29,84,76,654,866,616
3692:8,76,84,650,616,17,302,29,654,866
3694:616,76,29,17,866,302,58,84,654,8
3701:58,8,616,654,29,302,650,866,81,76
3702:58,29,616,84,17,8,654,302,76,866
3717:542,866,17,564,70,58,76,84,29,654
3721:84,58,70,81,76,564,616,650,654,866
3728:58,8,616,866,29,76,302,654,17,84
3735:138,224,29,76,15,226,301,361,8,70
3736:616,8,81,58,29,302,650,84,70,654
3737:81,654,866,84,29,58,302,650,616,8
3751:58,866,616,76,17,654,29,8,84,650
3752:616,8,81,76,84,58,29,650,302,17
3800:542,654,29,224,866,1102,302,58,354,81
3811:616,17,8,866,84,58,654,76,302,29
3820:76,616,17,650,8,564,58,70,81,866
3840:650,81,654,564,8,58,616,518,866,76
3846:8,84,650,58,866,302,654,81,70,17
3849:76,8,866,58,616,81,70,518,650,564
3850:29,70,81,58,616,76,564,518,654,866
3857:76,58,616,866,654,302,81,650,8,29
3859:650,8,616,302,76,17,84,866,29,58
3862:866,76,654,8,302,17,58,29,84,616
3888:866,58,616,654,17,84,76,302,29,8
3911:76,616,866,58,302,17,84,29,654,8
3921:616,84,8,866,654,17,76,58,29,302
3929:616,84,866,8,302,654,650,81,58,29
3930:866,76,654,58,29,84,17,650,616,8
3934:76,302,654,616,866,29,84,17,58,8
3947:866,58,81,84,302,654,650,616,70,29
3950:70,81,8,518,866,84,654,542,564,302
3962:76,84,866,17,302,654,616,58,29,8
3974:8,76,616,58,866,654,84,302,17,29
3975:29,76,17,302,650,58,8,84,654,866
3988:302,17,58,29,76,866,616,654,84,8
4001:654,302,8,84,76,29,17,58,616,866
4006:866,654,8,616,76,58,29,84,302,17
4007:17,58,76,302,654,84,866,29,616,8
4008:76,58,29,84,17,8,866,302,616,654
4009:654,58,8,616,17,76,302,84,866,29
4028:616,866,84,76,8,302,29,58,654,17
4031:8,654,58,616,29,17,302,84,866,76
